SalePrice,LotFrontage,LotArea,YearBuilt,GrLivArea,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_No Alley,Alley_Pave,LotShape_Reg,LotConfig_CulDSac,LotConfig_FR2+,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_Pos,Condition1_RR,RoofStyle_Hip,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2.5Story,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wood,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,BsmtQual_70-79 inches,BsmtQual_80-89 inches,BsmtQual_90-99 inches,BsmtQual_None,CentralAir_Y,Electrical_SBrkr,FullBath_2+,Fireplaces_Yes,GarageType_BuiltIn,GarageType_Detchd,GarageType_None,GarageType_Other,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,SaleType_Con,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,LotFrontage^2,LotFrontage + LotArea,LotFrontage + YearBuilt,LotFrontage + GrLivArea,LotArea^2,LotArea + YearBuilt,LotArea + GrLivArea,YearBuilt^2,YearBuilt + GrLivArea,GrLivArea^2
0.5814306922678545,0.5232104992247738,0.4683083626054271,0.9492753623188406,0.6292451437693787,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27374922649903705,0.2450238521899219,0.49667083622061864,0.32922766580634116,0.21931272248617617,0.44455359058920974,0.2946807629560543,0.9011237135055661,0.5973269118390478,0.395949450957346
0.5363191209054412,0.6193627933850204,0.5002319185773216,0.7536231884057971,0.5121910663730245,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3836102698296955,0.309825038430398,0.46676616313074004,0.31723208961564886,0.25023197236354816,0.3769863734205902,0.2562143198099423,0.5679479101029196,0.385999064513004,0.26233968847233596
0.6040289858319077,0.54410457858376,0.5399134954552565,0.9347826086956522,0.6460001907530273,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2960497924358111,0.29376940491636716,0.5086194973717757,0.3514916615547045,0.29150658257471324,0.5047017457516528,0.3487842210542294,0.8738185255198488,0.6038697435300038,0.4173162464529476
0.45187093277383267,0.4861448398213752,0.49892543434217757,0.3115942028985507,0.6308191976444818,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23633680528495055,0.24255002536108797,0.15147991385738502,0.30666949779512503,0.24892658903353054,0.15546227301966403,0.314731742176157,0.0970909472799832,0.19655960506313563,0.39793286011682777
0.6404769647648438,0.6419562270644008,0.5992313898105904,0.927536231884058,0.7259777842483119,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4121077974667605,0.3846803221413639,0.5954376598858211,0.4660459593086199,0.3590782585343318,0.5558088253315622,0.43502867662672895,0.860323461457677,0.6733706984332168,0.5270437432220886
0.4587676845800767,0.6474364511737206,0.5966743477421521,0.8768115942028986,0.5415730833086961,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4191739583084215,0.3863087222085735,0.567679786898697,0.35063415510859197,0.35602027725352264,0.5231709860637711,0.3231427662379225,0.7687985717286284,0.47485755855327705,0.29330140456448794
0.7072861391785326,0.589476712411336,0.5125380489830433,0.9565217391304348,0.6256229749902988,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.34748279447527697,0.3021292441002447,0.5638472901325823,0.3687901745062809,0.2626952516553445,0.4902537859837806,0.3206555790004951,0.9149338374291116,0.5984219760776772,0.3914041068357121
0.42751443487882085,0.4108866250201145,0.3875956065417665,0.427536231884058,0.6434026166478904,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1688278186204202,0.15925785064457065,0.17566891939265766,0.26436552968356225,0.15023035421047987,0.1657111651156828,0.24938002745019877,0.182787229573619,0.27507793030598215,0.4139669271093523
0.39626099240494833,0.4017165524427807,0.4357866678448994,0.4855072463768116,0.451113089320639,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1613761885065134,0.1750627178071802,0.1950362972004805,0.18121959500369927,0.18991001987136066,0.21157758511310332,0.19658907001625972,0.23571728628439403,0.21901867380060008,0.2035030193564108
0.4265112433108559,0.5575279396858066,0.5387990563631714,0.6739130434782609,0.4376433203839826,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3108374035303004,0.30039552779881573,0.3757253506578262,0.24399837873093722,0.29030442313784394,0.36310371189691987,0.23580180804653492,0.45415879017013233,0.29493354199790134,0.19153167587671727
